ax,ay,az,dt,dpitch,dyaw,droll,pressure
0.0003023597732995398,0.00015963333023616516,0.00011283364833671321,0.1,-0.00162067677662859,-0.03828019454560513,0.04493622542759544,0.0
0.00029338853695017676,-8.923343273125879e-5,2.9373841406243616e-6,0.1,0.001755041698593504,-0.08163260021981522,0.04501407785200554,0.0
0.00019528509395608888,0.0003352545043348911,0.00017631403691666556,0.1,-0.0015306565658876486,-0.07883777966064703,0.04576901501995343,0.0
-0.00010070089081360271,0.00020907633746569313,-1.4858507985949196e-5,0.1,-9.758368724912958e-5,-0.0809794250424911,0.045346677267715546,0.0
-0.00012672237374456019,2.0656315256878627e-5,-0.00013686428056219763,0.1,0.0012178521816445813,-0.08056517732171643,0.045989878986926344,0.0
0.0001587834165388281,-0.0002391792537574958,-4.4071969614740534e-5,0.1,-0.0005746996656377542,-0.07829489050846551,0.04616662628929594,0.0
-0.00014763750513544166,-0.000111355435499381,-6.228275332779892e-5,0.1,1.5824392300382937e-5,-0.08102826180288598,0.04604275121206782,0.0
0.00014583715834295773,0.00014559366839622898,7.0911428791739365e-6,0.1,-0.001755693447722414,-0.0781505293710949,0.04491901325447848,0.0
-0.0003419225127297919,-0.00026707505417648613,-0.0002878583392516126,0.1,0.0018217697106306667,-0.0796408728509026,0.045249489110059424,0.0
8.031453909461013e-6,-0.00010422847232228661,-8.907685569128706e-5,0.1,2.5368064857339685e-5,-0.08022998628155179,0.04525056408989984,0.0
-0.00023845495573271148,-2.6135824961967943e-5,-5.7891245281711715e-5,0.1,-0.0007461018242891779,-0.07884043283155352,0.04569194547102684,0.0
-0.00019441034641145652,-0.0002897933389343064,-0.00015568791396975822,0.1,0.0020179556614111404,-0.07846832643715075,0.045247811979518875,0.0
-0.00014023446964452015,-7.562399694089234e-5,-5.53969841986342e-5,0.1,0.0004327338410956144,-0.07940803571928419,0.04562426137758762,0.0
-0.00011629656156137994,-9.2461369972996e-5,1.4928418798962217e-5,0.1,-0.001444679952906728,-0.08225834411807799,0.04604756413901164,0.0
0.00031390335716571284,0.00020107977664839485,-8.066014680712855e-5,0.1,-0.0006072047749081034,-0.08019524808224054,0.04554593817298129,0.0
0.00033351389848914866,0.0002997507025687662,-0.000242612119957018,0.1,-0.00037662694089092986,-0.07989759777642337,0.0461530551095267,0.0
-0.00011091614729488284,-2.029724195116582e-5,-0.00016552915262572738,0.1,0.0008176392046232526,-0.08171049579306115,0.04514572932480775,0.0
0.0003024961617429661,-0.00034487685510931044,-5.691664343311786e-5,0.1,-0.0003848393584532295,-0.08230120168758144,0.045983598201820096,0.0
-6.786295628954265e-5,-8.122184316547269e-6,0.00012465579624837864,0.1,-0.0005076933709807174,-0.07851683552134207,0.04570599370330543,0.0
0.00022985380421622538,0.00014696701191790768,9.903965639138925e-5,0.1,0.001779304050430988,-0.08043668232137395,0.04505330108303323,0.0
-8.588654889158618e-5,9.57044644000401e-5,-5.3321847049589324e-5,0.1,-0.0019380526715076156,-0.08014307548638606,0.04517999894154257,0.0
-0.0002893190617942368,-0.0001500017183823468,-0.00021957211476954133,0.1,0.0011912017237810575,-0.07972618971847878,0.044936482746209094,0.0
0.0003013904701756609,-5.906231730085399e-5,-0.0003267092402206611,0.1,0.0016144405021578335,-0.07882013523727087,0.04545168408315764,0.0
-0.00029031338572786544,-0.00013351740433680402,-0.00012073893135112118,0.1,-0.0011726895941045353,-0.08129009878028785,0.04538658747646311,0.0
6.458127555299847e-5,-8.473407398446397e-5,9.543069422351734e-5,0.1,-0.0018410657792514355,-0.08098438322977568,0.046142465152935866,0.0
0.00014341387295644737,-0.0003312942340059879,0.0003408262177797869,0.1,-0.0009347670596514568,-0.07873367617178882,0.04545978135930092,0.0
-8.908426083902355e-5,0.0001496277426964264,-5.7616449771421576e-5,0.1,-0.0014888398688851624,-0.08240773550696968,0.045090692184997,0.0
-0.00012525049908487332,0.0003013283183258642,-1.1790465150883908e-5,0.1,0.00011471350891535174,-0.07984324871129224,0.04518099550133661,0.0
0.00024193738120981,-0.000323792079846424,-0.00011726690345800737,0.1,-0.002015502505947049,-0.0783103287393811,0.04508132676012106,0.0
-0.00014066072115613852,0.00017476449323227024,0.0002106675720953833,0.1,0.0017702757391676429,-0.08075483029495223,0.04498050829278172,0.0
6.988181332248258e-5,0.00015730086905684076,0.00032065955835611546,0.1,8.842697355529368e-5,-0.0818943201357093,0.04563285006207222,0.0
4.412932236942523e-6,0.00011524405189843925,-0.0002990258375916574,0.1,0.0013040816161554271,-0.0784810415393596,0.046154701522655155,0.0
0.0002430913902399937,7.419684882356902e-5,8.637787289466572e-5,0.1,0.0013130068692366258,-0.08254156972898728,0.04615603055740242,0.0
0.00012069390786668075,-8.780266833824762e-5,0.00017942446020567096,0.1,-0.0020108489390985806,-0.07824990786844349,0.045481111470527226,0.0
0.00014280152613808762,0.0001468120492401171,-6.936880058211071e-5,0.1,-0.0004975259412407583,-0.0827756046982479,0.04544741136971061,0.0
-9.207661850700615e-5,-9.194989178391152e-5,-1.9890719338051088e-5,0.1,0.0015272562230180951,-0.08141920680692331,0.04493674361160702,0.0
-0.0002293978909152835,0.0001141999091902908,0.00014185131807957206,0.1,0.00034742405859515026,-0.08050547562153536,0.04591747332731757,0.0
0.00027698119164983856,0.0002582575549766473,-0.00013763753709739173,0.1,0.0002974629698459393,-0.07869491849625804,0.04516924511900888,0.0
-0.00026857872944618407,-0.00011939720204511291,-4.347307319034161e-5,0.1,-2.925142973852651e-5,-0.08038833714429736,0.0459224362551572,0.0
-0.0003055559808502635,6.069562697893833e-5,0.00020279977118042126,0.1,-0.00014247075854912925,-0.08220529570794083,0.044895232876093163,0.0
-3.3394399030440945e-5,-0.00026897549143691364,-0.00013043102764029375,0.1,0.0016488226129845638,-0.08099243555206566,0.04579566804593286,0.0
-0.00020169894494166758,9.615325591111938e-5,0.00031763398499714423,0.1,-0.0013784808490535133,-0.08253496691902021,0.04549723996728243,0.0
7.484689244866553e-5,0.00016794817065905385,0.00020387220291698762,0.1,-0.00014517093855676043,-0.08229746535132351,0.04563120380156722,0.0
-0.0001497315280050471,-0.0003028207471615389,-0.00016619455944717182,0.1,0.0017584235973071398,-0.07860709656738998,0.04533107283250558,0.0
-0.00022031444419155926,-0.0001916064920837505,-3.922213736317227e-5,0.1,0.0019879860093253696,-0.08304295883053554,0.04514176278965681,0.0
1.3291443247010151e-5,0.0003400734047720849,7.658277071238324e-5,0.1,0.00029072400508831374,-0.07976740518453115,0.045052808740668124,0.0
0.00032446005703337774,-0.0003229796965659672,-0.00031939485214454663,0.1,-0.0012723730173409798,-0.08235003847718748,0.04559950204257355,0.0
0.00016911523473370988,0.00030346862190511355,9.97381056180968e-5,0.1,-0.001985060893384169,-0.07889724717869602,0.04523505800910022,0.0
-0.00018775633640317352,-0.0002713768305737213,-0.0002793858808835225,0.1,2.702268837994532e-5,-0.07864818579080328,0.046195725326116106,0.0
-4.3360410237635215e-5,0.00028460098050674473,-0.00027500893434759255,0.1,0.0018418041016503362,-0.07828410819062138,0.04544476991934698,0.0
-0.0003181846528390129,1.935323443731663e-5,4.7702542713555e-5,0.1,0.0009933844607823838,-0.0819821168954111,0.044972136279538326,0.0
-2.0109284144417908e-5,-1.829721772232939e-5,0.0002481602778058967,0.1,-0.00024338411611712972,-0.08237603955231851,0.045321410773268136,0.0
-2.661848670269586e-5,0.00025191188737894204,4.625904974016677e-5,0.1,-0.0009196616614527464,-0.08209963578204808,0.045065305417885525,0.0
0.00027111416127045996,-0.0001793151547739947,1.7856756077213028e-6,0.1,0.0008290286017397905,-0.08163281830706025,0.0456103928840607,0.0
-0.0001962758439274164,0.0001433208918938913,9.862182690311918e-5,0.1,0.0014145191985843715,-0.07924679444190703,0.04510395340509242,0.0
-0.0001482574885536083,0.00010995988506596664,-4.636927266891081e-5,0.1,0.001062541046249122,-0.08081823902294688,0.04501079911226834,0.0
-0.00022158260895442915,4.906703245790853e-6,-0.00014827730226643117,0.1,-0.0005391590194944961,-0.08191868157648831,0.045085799813758,0.0
0.0002692219275235083,1.695423303145339e-5,-0.0002181630309078119,0.1,-0.0008101329326359184,-0.08150086454103168,0.04554139678878148,0.0
3.6687172747996615e-5,0.000269618240233322,-0.0003204675786574445,0.1,-0.0012376790746961507,-0.07811138230889633,0.0460854226042923,0.0
0.00022898959256158137,0.0002446633916358408,-0.00018679267187199694,0.1,0.000563941264655516,-0.08306155639201981,0.04506593136382099,0.0
0.00025062730342906596,-0.00034788949580279394,-0.00018474138127244923,0.1,-0.000723579389098962,-0.08033703345253554,0.04485571950532354,0.0
-0.0003169191202077022,-0.0002723954269128589,3.507578785152531e-5,0.1,0.0008198054660282836,-0.07821677423990472,0.04616764930911807,0.0
-0.00011835341880610648,-0.00019827977998373186,-1.1737478223857487e-6,0.1,-9.748495038698786e-5,-0.0826283270615569,0.046039952043591896,0.0
0.00033830957387533106,0.00010916194762867579,0.00022572251276489275,0.1,-8.435207868725058e-5,-0.08124319341676907,0.04582944234654514,0.0
-0.00015141967156560786,-0.0002491813967093787,0.00020589275560294659,0.1,-0.001863265374652011,-0.08005089545836147,0.04572405785349313,0.0
-0.0003257468735391921,0.00014880116618645124,-2.9407810534480416e-5,0.1,0.001196037280515506,-0.08071923532048725,0.04491737921877417,0.0
-8.292341255633673e-5,1.9548819322299743e-5,-0.00029844597104839745,0.1,0.0017901409738035237,-0.08037457769123119,0.0461226305693187,0.0
0.00025163827123296213,0.0002539245839276127,9.479000096809882e-5,0.1,0.0005918693147601525,-0.08204039163612625,0.04533617363774193,0.0
8.55573170750597e-5,-0.000327539383804831,-4.863391435538409e-6,0.1,-0.0014011747560665954,-0.08271637414429245,0.04571827043152739,0.0
